team,b_r,b_h,b_hr,p_er,win,loss,win_percentage
COL,1,5,0,2,0,1,0.0
CHA,2,8,1,5,0,1,0.0
KCA,5,10,0,2,1,0,1.0
ATL,4,9,1,2,1,0,1.0
MIL,2,7,1,4,0,1,0.0
TBA,5,11,3,4,1,0,1.0
NYA,4,8,3,5,0,1,0.0
LAN,16,19,4,2,1,0,1.0
PHI,2,7,1,16,0,1,0.0
PIT,0,8,0,6,0,1,0.0
SLN,7,8,2,0,1,0,1.0
HOU,2,14,0,6,0,1,0.0
ANA,7,9,0,2,1,0,1.0
WAS,8,12,2,1,1,0,1.0
BAL,1,4,1,7,0,1,0.0
TOR,10,14,2,4,1,0,1.0
BOS,4,9,1,9,0,1,0.0
CIN,3,8,1,4,0,1,0.0
CHN,4,9,3,3,1,0,1.0
DET,0,1,0,8,0,1,0.0
CLE,8,9,2,0,1,0,1.0
SFN,8,14,1,4,1,0,1.0
COL,4,7,2,7,0,1,0.0
CHA,0,5,0,9,0,1,0.0
KCA,11,14,2,0,1,0,1.0
SDN,7,11,2,12,0,1,0.0
MIA,12,14,2,6,1,0,1.0
ATL,1,5,1,13,0,1,0.0
MIL,13,13,3,1,1,0,1.0
NYN,3,7,0,2,1,0,1.0
MIN,2,8,1,1,0,1,0.0
TBA,3,8,2,8,0,1,0.0
NYA,8,8,4,3,1,0,1.0
SEA,2,6,2,9,0,1,0.0
OAK,9,12,2,2,1,0,1.0
LAN,8,7,5,5,0,1,0.0
PHI,9,8,3,7,1,0,1.0
PIT,3,5,0,1,1,0,1.0
SLN,1,5,0,3,0,1,0.0
ARI,9,10,1,2,1,0,1.0
TEX,2,5,1,9,0,1,0.0
HOU,11,12,2,2,1,0,1.0
ANA,2,9,1,11,0,1,0.0
WAS,2,5,0,9,0,1,0.0
BAL,9,15,2,2,1,0,1.0
TOR,4,5,3,5,0,1,0.0
BOS,5,14,1,4,1,0,1.0
CIN,2,7,0,5,0,1,0.0
CHN,5,6,2,2,1,0,1.0
DET,2,7,1,7,0,1,0.0
CLE,7,12,1,2,1,0,1.0
SFN,11,18,2,8,1,0,1.0
COL,8,11,2,9,0,1,0.0
CHA,5,10,2,7,0,1,0.0
KCA,7,12,0,5,1,0,1.0
SDN,3,9,1,1,1,0,1.0
MIA,2,3,1,3,0,1,0.0
ATL,4,6,1,4,0,1,0.0
MIL,5,7,2,2,1,0,1.0
NYN,14,17,3,4,1,0,1.0
MIN,4,8,2,7,0,1,0.0
SEA,2,8,0,10,0,1,0.0
OAK,10,10,6,2,1,0,1.0
LAN,7,7,2,0,1,0,1.0
PHI,2,2,0,7,0,1,0.0
PIT,5,11,1,6,0,1,0.0
SLN,6,7,2,5,1,0,1.0
ARI,19,21,5,4,1,0,1.0
TEX,4,7,3,18,0,1,0.0
HOU,6,8,2,1,1,0,1.0
ANA,2,7,0,6,0,1,0.0
MIL,5,8,1,1,1,0,1.0
ARI,1,7,0,5,0,1,0.0
WAS,13,16,1,4,1,0,1.0
ATL,4,10,1,13,0,1,0.0
TOR,0,2,0,5,0,1,0.0
BOS,5,7,2,0,1,0,1.0
SLN,7,10,2,4,1,0,1.0
CIN,4,10,1,7,0,1,0.0
DET,3,8,2,5,0,1,0.0
CLE,6,8,2,3,1,0,1.0
CHA,5,11,1,6,0,1,0.0
KCA,6,13,2,3,1,0,1.0
SDN,3,7,1,2,0,1,0.0
MIA,4,11,1,3,1,0,1.0
OAK,3,8,1,6,0,1,0.0
MIN,6,9,3,3,1,0,1.0
TBA,2,5,2,5,0,1,0.0
NYA,6,10,2,2,1,0,1.0
TBA,1,5,0,5,0,1,0.0
NYA,5,6,1,1,1,0,1.0
LAN,6,10,4,6,0,1,0.0
PHI,7,10,1,6,1,0,1.0
NYN,2,11,1,3,0,1,0.0
SFN,3,14,0,2,1,0,1.0
MIL,7,12,2,9,0,1,0.0
ARI,10,10,2,7,1,0,1.0
WAS,3,7,1,4,0,1,0.0
ATL,4,12,0,3,1,0,1.0
BOS,2,7,1,10,0,1,0.0
BAL,11,14,2,2,1,0,1.0
SDN,5,13,2,5,0,1,0.0
CHN,6,7,2,5,1,0,1.0
SLN,12,11,2,11,1,0,1.0
CIN,11,18,2,8,0,1,0.0
KCA,5,9,0,10,0,1,0.0
CLE,10,16,1,5,1,0,1.0
TOR,12,15,1,1,1,0,1.0
DET,1,8,0,12,0,1,0.0
TEX,3,10,2,4,0,1,0.0
HOU,4,7,4,2,1,0,1.0
MIA,1,4,0,1,0,1,0.0
LAN,2,6,0,1,1,0,1.0
OAK,5,12,1,2,1,0,1.0
MIN,3,7,1,5,0,1,0.0
COL,2,9,1,8,0,1,0.0
NYA,8,12,2,2,1,0,1.0
PHI,6,15,1,1,1,0,1.0
PIT,1,7,0,6,0,1,0.0
ANA,0,1,0,10,0,1,0.0
SEA,10,12,2,0,1,0,1.0
NYN,0,3,0,0,0,1,0.0
SFN,1,3,0,0,1,0,1.0
CHA,9,17,1,2,1,0,1.0
TBA,2,6,0,9,0,1,0.0
MIL,8,10,2,3,1,0,1.0
ARI,3,6,0,8,0,1,0.0
WAS,5,12,1,3,1,0,1.0
ATL,3,8,1,5,0,1,0.0
BOS,17,17,5,6,1,0,1.0
BAL,6,14,2,9,0,1,0.0
SDN,5,9,3,6,0,1,0.0
CHN,6,11,1,5,1,0,1.0
SLN,2,6,1,3,0,1,0.0
CIN,3,7,1,2,1,0,1.0
KCA,1,6,1,0,1,0,1.0
CLE,0,3,0,1,0,1,0.0
TOR,7,12,2,5,1,0,1.0
DET,5,7,2,7,0,1,0.0
TEX,1,2,1,6,0,1,0.0
HOU,6,11,2,1,1,0,1.0
MIA,6,6,1,10,0,1,0.0
LAN,10,12,3,3,1,0,1.0
OAK,5,11,2,4,1,0,1.0
MIN,4,9,3,5,0,1,0.0
COL,5,7,1,11,0,1,0.0
NYA,11,14,0,5,1,0,1.0
PHI,1,3,0,5,0,1,0.0
PIT,5,13,0,0,1,0,1.0
ANA,6,8,1,2,1,0,1.0
SEA,2,5,0,2,0,1,0.0
NYN,11,17,4,4,1,0,1.0
SFN,4,9,2,11,0,1,0.0
CHA,2,8,1,1,1,0,1.0
TBA,1,9,1,2,0,1,0.0
MIL,7,8,1,4,1,0,1.0
ARI,4,9,1,7,0,1,0.0
WAS,1,6,0,7,0,1,0.0
ATL,7,11,2,1,1,0,1.0
BOS,0,1,0,5,0,1,0.0
BAL,5,7,3,0,1,0,1.0
SDN,5,6,1,1,1,0,1.0
CHN,1,6,0,5,0,1,0.0
SLN,3,6,1,1,1,0,1.0
CIN,1,7,1,2,0,1,0.0
KCA,4,8,2,4,0,1,0.0
CLE,5,9,2,4,1,0,1.0
TOR,3,5,1,4,0,1,0.0
DET,4,12,2,2,1,0,1.0
TEX,3,6,2,5,0,1,0.0
HOU,5,9,3,3,1,0,1.0
MIA,0,6,0,8,0,1,0.0
LAN,9,9,3,0,1,0,1.0
OAK,6,7,1,7,0,1,0.0
MIN,7,13,1,5,1,0,1.0
COL,8,10,1,4,1,0,1.0
NYA,4,4,3,4,0,1,0.0
PHI,2,6,1,1,1,0,1.0
PIT,1,6,0,2,0,1,0.0
ANA,9,12,4,3,1,0,1.0
SEA,3,12,0,9,0,1,0.0
NYN,2,5,2,3,0,1,0.0
SFN,3,7,1,2,1,0,1.0
CHA,2,5,0,4,0,1,0.0
TBA,4,3,1,2,1,0,1.0
BAL,3,9,2,5,0,1,0.0
ARI,6,12,0,3,1,0,1.0
MIA,1,4,1,9,0,1,0.0
CHA,9,10,4,1,1,0,1.0
OAK,1,2,0,11,0,1,0.0
HOU,11,13,3,1,1,0,1.0
CIN,6,12,2,5,1,0,1.0
MIL,5,8,1,6,0,1,0.0
NYA,6,13,3,7,0,1,0.0
MIN,8,8,5,6,1,0,1.0
SLN,6,8,2,5,1,0,1.0
PIT,5,12,1,5,0,1,0.0
TEX,3,9,1,7,0,1,0.0
SEA,7,11,2,3,1,0,1.0
CHN,4,6,2,5,0,1,0.0
SFN,5,13,0,4,1,0,1.0
BOS,9,12,3,4,1,0,1.0
TBA,4,9,0,9,0,1,0.0
CLE,7,12,1,3,1,0,1.0
TOR,3,5,2,5,0,1,0.0
BAL,7,9,3,2,1,0,1.0
ARI,2,5,0,7,0,1,0.0
KCA,5,5,2,4,1,0,1.0
ATL,4,11,0,5,0,1,0.0
MIA,5,6,2,1,1,0,1.0
CHA,1,2,0,5,0,1,0.0
PHI,3,9,1,1,1,0,1.0
DET,2,7,0,3,0,1,0.0
OAK,4,8,1,3,1,0,1.0
HOU,3,8,1,4,0,1,0.0
ANA,5,11,2,4,1,0,1.0
LAN,4,9,0,5,0,1,0.0
CIN,14,17,3,5,1,0,1.0
MIL,6,10,1,13,0,1,0.0
NYA,14,20,2,12,1,0,1.0
MIN,12,15,4,14,0,1,0.0
SDN,2,5,0,5,0,1,0.0
NYN,5,8,3,2,1,0,1.0
SLN,4,7,2,3,1,0,1.0
PIT,3,6,1,4,0,1,0.0
TEX,7,10,4,2,1,0,1.0
SEA,2,7,0,7,0,1,0.0
CHN,4,9,0,5,0,1,0.0
SFN,5,8,2,4,1,0,1.0
BOS,5,10,1,4,1,0,1.0
TBA,4,6,1,5,0,1,0.0
CLE,1,6,0,2,0,1,0.0
TOR,2,8,1,1,1,0,1.0
COL,1,7,0,11,0,1,0.0
WAS,11,17,1,1,1,0,1.0
BAL,2,7,2,5,0,1,0.0
ARI,5,11,2,2,1,0,1.0
KCA,2,5,0,0,1,0,1.0
ATL,0,5,0,0,0,1,0.0
MIA,2,5,1,0,1,0,1.0
CHA,0,5,0,2,0,1,0.0
PHI,4,10,2,0,1,0,1.0
DET,0,5,0,4,0,1,0.0
OAK,2,6,0,4,0,1,0.0
HOU,4,6,2,1,1,0,1.0
ANA,3,6,1,2,1,0,1.0
LAN,2,5,1,2,0,1,0.0
CIN,4,9,1,5,0,1,0.0
MIL,5,6,2,3,1,0,1.0
NYA,10,15,3,7,1,0,1.0
MIN,7,9,3,10,0,1,0.0
SDN,7,14,0,2,1,0,1.0
NYN,2,5,0,6,0,1,0.0
SLN,14,15,5,8,1,0,1.0
PIT,8,11,0,10,0,1,0.0
TEX,3,9,1,4,0,1,0.0
SEA,5,8,2,3,1,0,1.0
CHN,4,11,3,1,1,0,1.0
SFN,1,7,0,4,0,1,0.0
BOS,2,5,0,3,0,1,0.0
TBA,3,5,1,2,1,0,1.0
CLE,4,9,0,0,1,0,1.0
TOR,0,1,0,4,0,1,0.0
COL,2,9,0,3,0,1,0.0
WAS,3,7,2,2,1,0,1.0
COL,0,5,0,1,0,1,0.0
WAS,2,6,1,0,1,0,1.0
BAL,10,18,2,8,1,0,1.0
ANA,8,11,1,10,0,1,0.0
NYA,3,7,1,19,0,1,0.0
BOS,19,23,4,3,1,0,1.0
MIN,10,12,5,2,1,0,1.0
CHA,3,7,1,10,0,1,0.0
CLE,5,14,2,4,1,0,1.0
KCA,4,11,1,4,0,1,0.0
SDN,0,6,0,4,0,1,0.0
NYN,4,12,0,0,1,0,1.0
TEX,11,13,1,3,1,0,1.0
OAK,3,3,0,11,0,1,0.0
SLN,6,8,3,3,1,0,1.0
PIT,3,7,0,5,0,1,0.0
DET,2,5,1,9,0,1,0.0
SEA,10,9,2,1,1,0,1.0
COL,8,11,4,7,1,0,1.0
WAS,7,7,2,8,0,1,0.0
BAL,9,11,2,3,1,0,1.0
ANA,3,5,2,9,0,1,0.0
NYA,5,13,0,10,0,1,0.0
BOS,10,14,4,4,1,0,1.0
MIN,6,10,2,2,1,0,1.0
CHA,2,8,1,6,0,1,0.0
COL,12,14,2,2,1,0,1.0
CIN,2,8,1,12,0,1,0.0
CLE,8,13,1,2,1,0,1.0
KCA,3,9,0,7,0,1,0.0
ARI,2,6,0,3,0,1,0.0
MIA,3,7,0,2,1,0,1.0
CHN,2,4,1,3,0,1,0.0
MIL,3,4,0,2,1,0,1.0
PIT,3,7,1,6,0,1,0.0
NYN,6,6,4,3,1,0,1.0
TEX,5,7,1,1,1,0,1.0
OAK,2,5,0,5,0,1,0.0
ATL,9,8,1,2,1,0,1.0
PHI,2,12,1,8,0,1,0.0
SFN,2,5,1,1,1,0,1.0
SDN,1,5,1,2,0,1,0.0
DET,2,8,2,3,0,1,0.0
SEA,3,8,1,2,1,0,1.0
HOU,3,5,1,5,0,1,0.0
SLN,5,8,2,3,1,0,1.0
TBA,3,9,0,1,1,0,1.0
TOR,1,4,0,3,0,1,0.0
LAN,4,5,1,2,1,0,1.0
WAS,2,10,0,4,0,1,0.0
BAL,8,14,2,7,1,0,1.0
ANA,7,9,3,5,0,1,0.0
NYA,5,11,1,9,0,1,0.0
BOS,9,15,2,5,1,0,1.0
MIN,1,3,0,4,0,1,0.0
CHA,5,10,1,0,1,0,1.0
COL,1,5,0,3,0,1,0.0
CIN,3,6,2,1,1,0,1.0
CLE,9,14,3,1,1,0,1.0
KCA,1,8,0,9,0,1,0.0
ARI,9,7,2,2,1,0,1.0
MIA,2,9,1,9,0,1,0.0
CHN,3,6,2,5,0,1,0.0
MIL,5,9,3,3,1,0,1.0
PIT,0,5,0,2,0,1,0.0
NYN,3,3,2,0,1,0,1.0
TEX,4,11,0,5,0,1,0.0
OAK,5,6,4,4,1,0,1.0
ATL,15,16,4,6,1,0,1.0
PHI,7,12,2,10,0,1,0.0
SFN,1,5,0,5,0,1,0.0
SDN,5,9,1,1,1,0,1.0
DET,1,7,0,8,0,1,0.0
SEA,8,16,0,1,1,0,1.0
HOU,8,11,1,1,1,0,1.0
SLN,2,7,1,8,0,1,0.0
TBA,9,13,2,10,0,1,0.0
TOR,10,16,6,9,1,0,1.0
LAN,9,10,1,3,1,0,1.0
WAS,3,5,1,8,0,1,0.0
BAL,4,5,0,5,0,1,0.0
ANA,5,9,3,1,1,0,1.0
NYA,9,8,2,5,1,0,1.0
BOS,6,10,1,7,0,1,0.0
MIN,11,13,4,1,1,0,1.0
CHA,1,7,0,9,0,1,0.0
COL,2,10,1,3,0,1,0.0
CIN,3,8,0,2,1,0,1.0
CLE,6,8,3,8,0,1,0.0
KCA,9,12,1,5,1,0,1.0
ARI,1,4,0,4,0,1,0.0
MIA,5,9,3,1,1,0,1.0
CHN,11,7,3,3,1,0,1.0
MIL,4,5,0,11,0,1,0.0
PIT,7,9,3,5,0,1,0.0
NYN,8,8,1,7,1,0,1.0
TEX,5,8,2,5,0,1,0.0
OAK,6,10,1,5,1,0,1.0
ATL,4,8,2,9,0,1,0.0
PHI,9,12,4,4,1,0,1.0
SFN,7,16,0,6,1,0,1.0
SDN,6,7,2,7,0,1,0.0
DET,2,7,1,3,0,1,0.0
SEA,3,6,1,2,1,0,1.0
HOU,6,13,3,2,1,0,1.0
SLN,2,9,1,6,0,1,0.0
TBA,10,16,3,9,1,0,1.0
TOR,9,12,2,10,0,1,0.0
LAN,4,4,1,8,0,1,0.0
WAS,11,14,2,4,1,0,1.0
DET,7,9,2,2,1,0,1.0
ANA,2,5,1,5,0,1,0.0
PIT,6,9,3,6,0,1,0.0
CIN,11,13,1,6,1,0,1.0
LAN,1,4,0,8,0,1,0.0
COL,9,11,1,1,1,0,1.0
TOR,7,11,3,2,1,0,1.0
KCA,3,5,0,7,0,1,0.0
ARI,6,7,2,11,0,1,0.0
MIA,11,10,2,6,1,0,1.0
BAL,1,7,0,8,0,1,0.0
SDN,8,10,5,1,1,0,1.0
ATL,3,7,1,6,0,1,0.0
WAS,6,7,1,3,1,0,1.0
DET,1,8,0,4,0,1,0.0
ANA,6,12,1,1,1,0,1.0
TBA,6,12,2,5,1,0,1.0
BOS,5,13,1,6,0,1,0.0
NYN,5,12,2,1,1,0,1.0
CHA,2,6,0,5,0,1,0.0
PIT,11,12,3,3,1,0,1.0
CIN,4,8,2,11,0,1,0.0
HOU,2,9,1,0,1,0,1.0
CLE,0,2,0,2,0,1,0.0
LAN,9,9,4,3,1,0,1.0
COL,4,10,0,8,0,1,0.0
TOR,9,10,1,2,1,0,1.0
KCA,2,11,0,4,0,1,0.0
MIN,2,4,1,1,1,0,1.0
MIA,1,4,0,2,0,1,0.0
ARI,4,11,2,1,1,0,1.0
NYA,2,5,1,4,0,1,0.0
MIL,2,7,1,3,0,1,0.0
OAK,3,7,2,2,1,0,1.0
SFN,2,6,2,4,0,1,0.0
PHI,4,11,1,2,1,0,1.0
BAL,8,13,1,4,1,0,1.0
SDN,5,10,2,8,0,1,0.0
CHN,1,6,0,2,0,1,0.0
SLN,2,7,1,1,1,0,1.0
SEA,8,13,2,3,1,0,1.0
TEX,5,14,1,6,0,1,0.0
ATL,11,14,3,8,1,0,1.0
WAS,8,12,3,10,0,1,0.0
DET,9,9,3,1,1,0,1.0
ANA,1,5,1,9,0,1,0.0
TBA,8,12,3,4,1,0,1.0
BOS,5,12,2,8,0,1,0.0
NYN,4,6,0,2,1,0,1.0
CHA,2,8,1,1,0,1,0.0
PIT,1,6,0,4,0,1,0.0
CIN,4,10,2,1,1,0,1.0
HOU,4,7,1,10,0,1,0.0
CLE,10,11,4,4,1,0,1.0
LAN,5,8,2,1,1,0,1.0
COL,1,6,0,5,0,1,0.0
TOR,4,9,2,1,1,0,1.0
KCA,1,3,1,4,0,1,0.0
MIN,7,8,3,4,1,0,1.0
MIA,4,6,1,7,0,1,0.0
ARI,5,9,1,7,0,1,0.0
NYA,7,8,2,4,1,0,1.0
MIL,4,9,1,2,1,0,1.0
OAK,2,7,0,4,0,1,0.0
SFN,5,8,3,1,1,0,1.0
PHI,1,5,0,5,0,1,0.0
CHN,2,8,0,0,1,0,1.0
SLN,0,9,0,0,0,1,0.0
SEA,7,12,2,8,0,1,0.0
TEX,9,16,2,7,1,0,1.0
ATL,5,12,2,4,1,0,1.0
WAS,4,8,2,5,0,1,0.0
CIN,1,4,0,4,0,1,0.0
ATL,4,8,2,1,1,0,1.0
TOR,11,14,5,2,1,0,1.0
BAL,2,8,1,11,0,1,0.0
TBA,9,12,2,4,1,0,1.0
BOS,4,10,3,8,0,1,0.0
NYN,4,8,1,0,1,0,1.0
CHA,0,4,0,4,0,1,0.0
HOU,7,11,2,1,1,0,1.0
CLE,1,6,0,7,0,1,0.0
SDN,2,8,1,8,0,1,0.0
LAN,8,11,2,2,1,0,1.0
MIN,4,9,1,5,0,1,0.0
MIA,5,11,1,4,1,0,1.0
MIL,3,7,0,5,0,1,0.0
OAK,5,6,2,3,1,0,1.0
SFN,2,10,0,7,0,1,0.0
PHI,10,12,3,1,1,0,1.0
CHN,0,1,0,8,0,1,0.0
SLN,8,14,1,0,1,0,1.0
WAS,3,4,1,0,1,0,1.0
ARI,0,1,0,3,0,1,0.0
CIN,5,10,1,2,1,0,1.0
ATL,2,4,2,5,0,1,0.0
TOR,5,8,2,2,1,0,1.0
BAL,2,7,1,5,0,1,0.0
MIL,2,8,1,6,0,1,0.0
CHN,6,12,2,2,1,0,1.0
ANA,3,5,1,7,0,1,0.0
CLE,7,12,1,3,1,0,1.0
SFN,4,9,1,5,0,1,0.0
COL,5,12,2,4,1,0,1.0
SEA,2,3,1,10,0,1,0.0
HOU,10,12,6,2,1,0,1.0
SDN,5,14,0,2,1,0,1.0
LAN,2,4,1,4,0,1,0.0
KCA,9,15,3,11,0,1,0.0
MIN,11,11,1,9,1,0,1.0
BOS,2,3,1,4,0,1,0.0
NYA,4,5,1,2,1,0,1.0
CHA,4,12,1,2,1,0,1.0
PHI,3,12,1,4,0,1,0.0
NYN,4,9,0,8,0,1,0.0
PIT,8,10,1,3,1,0,1.0
DET,4,9,0,5,0,1,0.0
TEX,5,12,2,4,1,0,1.0
WAS,7,11,1,18,0,1,0.0
ARI,18,15,5,7,1,0,1.0
CIN,4,8,1,5,0,1,0.0
ATL,5,8,0,4,1,0,1.0
TOR,4,12,2,6,0,1,0.0
BAL,6,6,2,4,1,0,1.0
MIL,1,8,0,4,0,1,0.0
CHN,4,9,1,1,1,0,1.0
ANA,2,9,0,6,0,1,0.0
CLE,7,7,3,1,1,0,1.0
SFN,6,14,1,5,1,0,1.0
COL,5,12,2,6,0,1,0.0
SEA,0,0,0,7,0,1,0.0
HOU,9,15,1,0,1,0,1.0
SDN,1,5,1,2,0,1,0.0
LAN,4,7,1,1,1,0,1.0
KCA,3,5,1,10,0,1,0.0
MIN,11,12,5,2,1,0,1.0
BOS,2,5,2,9,0,1,0.0
NYA,9,14,2,2,1,0,1.0
BOS,4,8,1,6,0,1,0.0
NYA,6,13,2,4,1,0,1.0
SLN,3,8,1,7,0,1,0.0
OAK,8,11,1,3,1,0,1.0
CHA,2,5,0,3,0,1,0.0
PHI,3,4,2,1,1,0,1.0
NYN,7,11,2,5,1,0,1.0
PIT,5,10,1,4,0,1,0.0
MIA,6,9,1,8,0,1,0.0
TBA,8,11,4,4,1,0,1.0
DET,4,8,1,3,0,1,0.0
TEX,5,8,2,4,1,0,1.0
WAS,5,9,2,7,0,1,0.0
ARI,7,9,1,5,1,0,1.0
CIN,6,8,1,4,1,0,1.0
ATL,4,9,3,6,0,1,0.0
TOR,5,13,2,3,0,1,0.0
BAL,6,6,0,5,1,0,1.0
MIL,2,9,2,7,0,1,0.0
CHN,7,14,2,2,1,0,1.0
ANA,2,5,1,6,0,1,0.0
CLE,6,10,3,2,1,0,1.0
SFN,2,7,2,6,0,1,0.0
COL,6,13,3,2,1,0,1.0
SEA,1,4,1,3,0,1,0.0
HOU,3,5,0,1,1,0,1.0
SDN,10,12,2,10,0,1,0.0
LAN,11,11,3,9,1,0,1.0
KCA,0,2,0,3,0,1,0.0
MIN,3,6,1,0,1,0,1.0
BOS,4,7,2,7,0,1,0.0
NYA,7,10,2,4,1,0,1.0
SLN,2,5,1,4,0,1,0.0
OAK,4,7,1,2,1,0,1.0
CHA,10,11,3,5,1,0,1.0
PHI,5,9,1,10,0,1,0.0
NYN,13,16,3,2,1,0,1.0
PIT,2,4,1,11,0,1,0.0
MIA,2,6,1,5,0,1,0.0
TBA,7,10,2,1,1,0,1.0
DET,4,10,0,9,0,1,0.0
TEX,9,8,1,2,1,0,1.0
PHI,7,13,1,3,1,0,1.0
ARI,3,9,0,5,0,1,0.0
NYA,9,12,5,6,1,0,1.0
BAL,6,12,2,8,0,1,0.0
KCA,5,8,3,5,0,1,0.0
BOS,7,10,2,4,1,0,1.0
OAK,5,6,3,6,0,1,0.0
CHN,6,12,4,5,1,0,1.0
ANA,4,5,3,7,0,1,0.0
CIN,7,8,0,4,1,0,1.0
TEX,1,5,0,0,1,0,1.0
CLE,0,8,0,1,0,1,0.0
CHA,7,14,0,4,1,0,1.0
DET,4,11,1,7,0,1,0.0
SLN,0,2,0,8,0,1,0.0
LAN,8,12,2,0,1,0,1.0
ATL,3,9,1,5,0,1,0.0
MIN,5,8,2,2,1,0,1.0
MIA,2,6,1,6,0,1,0.0
NYN,6,6,2,2,1,0,1.0
MIA,4,9,1,5,0,1,0.0
NYN,5,8,3,4,1,0,1.0
MIL,9,13,3,5,1,0,1.0
PIT,7,8,2,7,0,1,0.0
WAS,4,6,0,0,1,0,1.0
SFN,0,7,0,4,0,1,0.0
TOR,2,9,1,0,1,0,1.0
TBA,0,5,0,2,0,1,0.0
PHI,4,15,1,8,0,1,0.0
ARI,8,12,3,3,1,0,1.0
NYA,9,11,6,4,1,0,1.0
BAL,4,11,1,9,0,1,0.0
KCA,6,7,3,2,1,0,1.0
BOS,2,9,0,6,0,1,0.0
OAK,11,13,2,4,1,0,1.0
CHN,4,11,1,9,0,1,0.0
ANA,4,7,2,8,0,1,0.0
CIN,8,13,5,4,1,0,1.0
CHA,5,13,2,3,1,0,1.0
DET,3,10,1,5,0,1,0.0
CHA,6,14,0,9,0,1,0.0
DET,10,16,1,6,1,0,1.0
COL,6,7,2,11,0,1,0.0
HOU,11,13,4,3,1,0,1.0
SLN,1,7,0,3,0,1,0.0
LAN,3,7,0,1,1,0,1.0
ATL,12,16,2,7,1,0,1.0
MIN,7,10,4,12,0,1,0.0
MIA,0,9,0,5,0,1,0.0
NYN,5,8,2,0,1,0,1.0
MIL,4,7,0,3,1,0,1.0
PIT,3,10,1,3,0,1,0.0
SDN,9,9,3,4,1,0,1.0
SEA,4,6,1,9,0,1,0.0
WAS,5,8,2,2,1,0,1.0
SFN,3,8,0,5,0,1,0.0
TOR,6,8,2,7,0,1,0.0
TBA,7,12,3,4,1,0,1.0
PHI,1,5,1,5,0,1,0.0
ARI,6,8,0,1,1,0,1.0
NYA,14,15,5,2,1,0,1.0
BAL,2,6,1,12,0,1,0.0
KCA,4,13,0,5,0,1,0.0
BOS,5,12,1,4,1,0,1.0
OAK,1,3,0,10,0,1,0.0
CHN,10,11,3,1,1,0,1.0
TEX,0,6,0,2,0,1,0.0
CLE,2,3,1,0,1,0,1.0
TEX,1,4,1,4,0,1,0.0
CLE,5,9,1,1,1,0,1.0
CHA,8,15,1,1,1,0,1.0
DET,1,6,0,7,0,1,0.0
COL,3,8,2,14,0,1,0.0
HOU,14,12,2,3,1,0,1.0
SLN,1,7,1,2,0,1,0.0
LAN,2,7,0,1,1,0,1.0
ATL,11,17,4,4,1,0,1.0
MIN,7,12,1,11,0,1,0.0
MIA,2,8,1,7,0,1,0.0
NYN,7,10,4,2,1,0,1.0
MIL,8,10,2,1,1,0,1.0
PIT,3,6,1,7,0,1,0.0
SDN,2,8,2,3,0,1,0.0
SEA,3,7,1,2,1,0,1.0
WAS,4,9,1,1,1,0,1.0
SFN,1,6,0,4,0,1,0.0
TOR,4,7,3,3,1,0,1.0
TBA,3,8,1,4,0,1,0.0
ANA,0,2,0,3,0,1,0.0
BOS,3,5,2,0,1,0,1.0
CHN,12,19,3,4,1,0,1.0
CIN,5,11,1,12,0,1,0.0
KCA,8,9,4,9,0,1,0.0
DET,10,8,4,8,1,0,1.0
ATL,2,5,1,9,0,1,0.0
MIA,9,15,3,2,1,0,1.0
CLE,7,7,1,5,1,0,1.0
MIN,5,8,0,6,0,1,0.0
COL,3,13,1,4,0,1,0.0
SDN,9,8,2,3,1,0,1.0
PHI,0,1,0,4,0,1,0.0
SFN,5,10,1,0,1,0,1.0
NYA,12,15,3,5,1,0,1.0
TOR,6,12,3,12,0,1,0.0
HOU,3,8,0,2,1,0,1.0
BAL,2,8,2,3,0,1,0.0
ANA,4,3,1,12,0,1,0.0
BOS,16,14,5,4,1,0,1.0
OAK,7,9,3,0,1,0,1.0
CHA,0,4,0,7,0,1,0.0
CHN,2,5,1,5,0,1,0.0
CIN,5,6,3,2,1,0,1.0
KCA,2,7,2,5,0,1,0.0
DET,5,12,1,2,1,0,1.0
ARI,3,12,2,2,1,0,1.0
LAN,2,2,0,3,0,1,0.0
ATL,8,12,3,4,1,0,1.0
MIA,4,9,1,8,0,1,0.0
TEX,5,4,3,6,0,1,0.0
MIL,6,8,1,5,1,0,1.0
CLE,6,14,0,2,1,0,1.0
MIN,2,8,2,6,0,1,0.0
WAS,6,13,2,7,0,1,0.0
NYN,7,11,3,6,1,0,1.0
COL,1,6,0,7,0,1,0.0
SDN,7,11,1,1,1,0,1.0
TBA,5,8,0,3,1,0,1.0
SEA,3,10,1,4,0,1,0.0
PHI,9,10,2,4,1,0,1.0
SFN,6,11,3,9,0,1,0.0
PIT,2,7,0,5,0,1,0.0
SLN,6,10,1,2,1,0,1.0
NYA,2,7,2,8,0,1,0.0
TOR,8,6,4,2,1,0,1.0
HOU,23,25,6,2,1,0,1.0
BAL,2,6,1,23,0,1,0.0
ANA,12,11,2,4,1,0,1.0
BOS,4,9,1,11,0,1,0.0
OAK,2,10,0,2,0,1,0.0
CHA,3,7,1,0,1,0,1.0
CHN,1,7,1,10,0,1,0.0
CIN,10,18,6,1,1,0,1.0
KCA,7,5,1,0,1,0,1.0
DET,0,6,0,5,0,1,0.0
ARI,0,4,0,4,0,1,0.0
